product,total_qty,revenue
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",43,1233.4120000000003
Maxell 4.7GB DVD-R,49,1231.692
Xerox 1888,24,1231.6560000000002
Hon 4060 Series Tables,13,1231.56
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,21,1229.8359999999998
Case Logic 2.4GHz Wireless Keyboard,27,1229.7540000000001
Xerox 1917,25,1222.75
Plantronics Voyager Pro HD - Bluetooth Headset,25,1221.812
Satellite Sectional Post Binders,38,1219.821
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",47,1217.1060000000002
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,10,1212.7050000000002
APC 7 Outlet Network SurgeArrest Surge Protector,20,1207.2
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,18,1200.9360000000001
"Trav-L-File Heavy-Duty Shuttle II, Black",30,1193.818
Fellowes Bankers Box Recycled Super Stor/Drawer,24,1187.56
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",24,1184.232
SanDisk Cruzer 64 GB USB Flash Drive,34,1184.0320000000002
GBC Therma-A-Bind 250T Electric Binding System,12,1180.704
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,25,1166.44
GE 30522EE2,10,1159.8999999999999
Logitech K350 2.4Ghz Wireless Keyboard,25,1154.6640000000002
LG Exalt,12,1154.326
Logitech Illuminated - Keyboard,20,1139.8100000000002
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,22,1135.028
"File Shuttle II and Handi-File, Black",34,1125.148
HTC One,14,1119.888
ClearSounds CSC500 Amplified Spirit Phone Corded phone,19,1119.84
O'Sullivan 3-Shelf Heavy-Duty Bookcases,22,1119.195
Advantus Rolling Drawer Organizers,31,1115.9199999999998
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",33,1115.64
Dana Halogen Swing-Arm Architect Lamp,28,1114.384
"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,1113.0240000000001
netTALK DUO VoIP Telephone Service,26,1112.788
Hypercom P1300 Pinpad,21,1108.8
Xerox 1988,41,1102.8880000000001
Ibico Plastic Spiral Binding Combs,47,1100.48
Ibico Laser Imprintable Binding System Covers,34,1100.4
Xerox 1906,32,1098.6399999999999
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",21,1098.5040000000001
Xerox 1934,20,1097.2079999999999
Catalog Binders with Expanding Posts,36,1089.936
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",16,1088.6399999999999
Global Deluxe High-Back Office Chair in Storm,10,1087.92
Maxell LTO Ultrium - 800 GB,41,1086.012
RCA Visys Integrated PBX 8-Line Router,19,1085.2379999999998
GBC Prestige Therm-A-Bind Covers,39,1073.903
Belkin 8 Outlet Surge Protector,30,1073.676
Carina Media Storage Towers in Natural & Black,20,1073.248
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,27,1073.112
Recycled Steel Personal File for Standard File Folders,20,1072.626
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,9,1072.344
AT&T 1070 Corded Phone,12,1070.304
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",10,1064.624
Recycled Steel Personal File for Hanging File Folders,21,1053.032
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",18,1051.776
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",27,1047.7359999999999
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",13,1042.08
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",27,1042.068
GBC Twin Loop Wire Binding Elements,47,1041.6640000000002
Balt Split Level Computer Training Table,12,1040.625
Logitech G13 Programmable Gameboard with LCD Display,14,1039.87
Star Micronics TSP100 TSP143LAN Receipt Printer,4,1035.8
Okidata B400 Printer,3,1029.6000000000001
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,6,1023.3520000000001
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",28,1016.7919999999999
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",10,1014.1739999999999
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",10,1010.782
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",3,1007.979
WD My Passport Ultra 1TB Portable External Hard Drive,17,1007.4000000000001
Bevis Rectangular Conference Tables,13,1007.262
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,34,1007.1520000000003
"Eldon ""L"" Workstation Diamond Chairmat",19,1002.9360000000001
Tenex B1-RE Series Chair Mats for Low Pile Carpets,23,1002.3639999999999
Nortel Business Series Terminal T7208 Digital phone,9,1000.7280000000001
Home/Office Personal File Carts,30,980.2319999999999
Xerox 1909,40,970.784
Global Italian Leather Office Chair,8,969.2519999999998
Hon Every-Day Chair Series Swivel Task Chairs,10,967.8399999999999
Xerox 1885,20,960.8
Xerox 1914,19,956.3040000000001
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",20,953.82
Belkin Premiere Surge Master II 8-outlet surge protector,26,952.1679999999999
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",17,949.0259999999998
Eureka The Boss Cordless Rechargeable Stick Vac,19,948.228
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",16,939.092
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,22,937.848
Steel Personal Filing/Posting Tote,29,937.4639999999999
"Sauder Mission Library with Doors, Fruitwood Finish",10,935.1971999999998
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",21,929.48
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,25,927.768
Novimex High-Tech Fabric Mesh Task Chair,16,922.74
Riverside Furniture Stanwyck Manor Table Series,5,917.9200000000001
Ativa MDM8000 8-Sheet Micro-Cut Shredder,11,917.8979999999999
Cisco SPA508G,15,910.662
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",24,909.9780000000001
Plantronics Cordless Phone Headset with In-line Volume - M214C,27,908.7
LG Electronics Tone+ HBS-730 Bluetooth Headset,18,904.5519999999999
"Global Stack Chair without Arms, Black",44,901.506
Vinyl Sectional Post Binders,40,901.0300000000001
Sony 64GB Class 10 Micro SDHC R40 Memory Card,27,899.7500000000001
Eldon Portable Mobile Manager,34,899.3040000000001
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,24,888.9660000000001
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,44,884.0000000000001
Cisco Small Business SPA 502G VoIP phone,11,882.1020000000001
"Safco Chair Connectors, 6/Carton",26,881.192
Xerox 1883,37,881.0919999999999
Xerox 1960,32,879.8320000000001
"Boston School Pro Electric Pencil Sharpener, 1670",32,873.6359999999999
"Eldon Base for stackable storage shelf, platinum",25,872.2559999999999
Fellowes Superior 10 Outlet Split Surge Protector,30,867.7680000000003
Executive Impressions Supervisor Wall Clock,21,867.2600000000002
Xerox 1913,17,865.488
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,26,858.882
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",17,858.8580000000001
Green Bar Computer Printout Paper,17,857.3760000000001
"Hon Metal Bookcases, Gray",12,851.76
"Belkin 19"" Center-Weighted Shelf, Gray",16,849.3119999999999
Panasonic Kx-TS550,23,846.216
Plantronics 81402,15,844.672
GBC VeloBinder Manual Binding System,30,842.1660000000002
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",42,834.5999999999999
Motorola HK250 Universal Bluetooth Headset,41,832.238
Xerox 1916,20,831.98
Balt Solid Wood Rectangular Table,11,828.0964999999999
Safco Industrial Shelving,13,827.1199999999999
"Bush Birmingham Collection Bookcase, Dark Cherry",9,825.174
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,16,823.2520000000001
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",28,822.7379999999999
Global Chrome Stack Chair,32,815.864
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,9,812.1599999999999
Grandstream GXP1160 VoIP phone,24,803.692
"Global Stack Chair with Arms, Black",31,803.464
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",14,802.0740000000001
Logitech MX Performance Wireless Mouse,23,789.822
Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,14,786.9
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",22,783.6079999999998
GBC Premium Transparent Covers with Diagonal Lined Pattern,67,780.456
JBL Micro Wireless Portable Bluetooth Speaker,17,779.87
Logitech Desktop MK120 Mouse and keyboard Combo,50,778.736
Eldon Radial Chair Mat for Low to Medium Pile Carpets,20,775.6119999999999
Logitech Trackman Marble Mouse,28,773.7420000000001
Belkin F9G930V10-GRY 9 Outlet Surge,16,770.112
Xerox 191,39,767.232
"Global Deluxe Stacking Chair, Gray",19,764.6999999999999
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",15,763.6679999999999
Logitech G105 Gaming Keyboard,14,759.9359999999999
Fellowes 8 Outlet Superior Workstation Surge Protector,20,759.122
AT&T CL2909,8,755.9399999999999
Xerox 1951,30,755.912
Staples,215,755.47
Sauder Barrister Bookcases,16,754.7336
Premium Transparent Presentation Covers by GBC,43,753.1820000000001
Clarity 53712,14,752.2860000000001
Ibico Recycled Linen-Style Covers,24,749.9520000000001
Bush Mission Pointe Library,6,748.8607999999999
Innergie mMini Combo Duo USB Travel Charging Kit,19,746.8340000000001
Plantronics Encore H101 Dual Earpieces Headset,18,746.1700000000001
Xerox 1943,16,743.432
"Logitech B530 USB Headset - headset - Full size, Binaural",25,739.8000000000002
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,15,737.7539999999999
"Bush Cubix Collection Bookcases, Fully Assembled",4,729.2339999999999
RCA ViSYS 25825 Wireless digital phone,7,727.9440000000002
O'Sullivan 2-Shelf Heavy-Duty Bookcases,21,723.842
Lexmark MarkNet N8150 Wireless Print Server,6,723.51
Xerox 1964,33,721.744
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,45,718.6500000000001
Avaya 4621SW VoIP phone,12,709.9200000000001
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,30,709.5
WD My Passport Ultra 500GB Portable External Hard Drive,12,708.0
SAFCO Folding Chair Trolley,6,705.32
Panasonic KP-380BK Classic Electric Pencil Sharpener,22,705.208
Lock-Up Easel 'Spel-Binder',44,704.691
Zebra GK420t Direct Thermal/Thermal Transfer Printer,6,703.71
"Deflect-o EconoMat Nonstudded, No Bevel Mat",14,702.4399999999999
iHome FM Clock Radio with Lightning Dock,13,699.8999999999999
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",29,698.04
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",7,694.194
Euro-Pro Shark Turbo Vacuum,24,693.952
OtterBox Defender Series Case - Samsung Galaxy S4,27,689.77
Samsung Convoy 3,9,688.1379999999999
"Metal Folding Chairs, Beige, 4/Carton",23,685.588
Tops White Computer Printout Paper,14,684.74
Safco Steel Mobile File Cart,9,683.552
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",17,681.4540000000001
Flat Face Poster Frame,51,678.24
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3,675.12
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",17,673.8699999999999
Hunt Boston Vacuum Mount KS Pencil Sharpener,20,671.8080000000001
Tuf-Vin Binders,26,669.496
Binding Machine Supplies,32,667.9930000000002
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,25,665.676
Fellowes Command Center 5-outlet power strip,15,664.8320000000001
"GBC Velobind Prepunched Cover Sets, Regency Series",33,661.942
Panasonic KX T7731-B Digital phone,8,659.934
Surelock Post Binders,29,653.9839999999999
Hon 61000 Series Interactive Training Tables,22,653.121
Xerox 1886,14,651.4399999999999
"Bush Westfield Collection Bookcases, Dark Cherry Finish",14,649.376
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,8,647.84
Avery 485,51,639.03
Safco Drafting Table,12,638.82
"Computer Room Manger, 14""",22,636.608
"Strathmore #10 Envelopes, Ultimate White",12,632.52
Belkin 7 Outlet SurgeMaster II,16,631.6800000000001
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",25,626.538
Avaya 5410 Digital phone,13,625.508
Xerox 1880,18,623.7439999999999
"BOSTON Ranger #55 Pencil Sharpener, Black",27,618.5620000000001
Plantronics MX500i Earset,15,618.4800000000001
Xerox 1882,12,615.78
Xerox 1940,12,615.552
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,35,614.058
"Companion Letter/Legal File, Black",17,611.712
"Performers Binder/Pad Holder, Black",36,611.054
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",17,610.98
Motorola L804,19,607.068
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,5,604.752
Xerox 1911,13,603.54
Office Star - Task Chair with Contemporary Loop Arms,8,600.4680000000001
Lexmark 20R1285 X6650 Wireless All-in-One Printer,6,600.0
Anker Astro 15000mAh USB Portable Charger,13,599.88
"Contico 72""H Heavy-Duty Storage System",16,598.308
Hewlett-Packard Deskjet 5550 Printer,3,597.1320000000001
Xerox 1942,13,597.068
Grandstream GXP2100 Mainstream Business Phone,10,596.622
"Xerox Color Copier Paper, 11"" x 17"", Ream",27,593.84
Microsoft Wireless Mobile Mouse 4000,15,591.8520000000001
Panasonic KX TS3282B Corded phone,9,590.328
Xerox 1910,14,586.0880000000001
Wilson Jones Century Plastic Molded Ring Binders,48,583.637
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,13,582.676
Fellowes Econo/Stor Drawers,7,581.58
"Dana Fluorescent Magnifying Lamp, White, 36""",14,581.172
Canon PC170 Desktop Personal Copier,6,575.8199999999999
Xerox 1991,26,575.568
"Howard Miller 16"" Diameter Gallery Wall Clock",12,575.46
Avery 477,20,573.9639999999999
Panasonic KP-150 Electric Pencil Sharpener,16,573.648
Xerox 1944,16,573.648
PureGear Roll-On Screen Protector,34,571.7139999999999
First Data TMFD35 PIN Pad,4,571.2
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",24,570.78
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",19,569.24
Sanford 52201 APSCO Electric Pencil Sharpener,14,565.386
Belkin F8E887 USB Wired Ergonomic Keyboard,21,563.812
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,13,563.03
Belkin F9M820V08 8 Outlet Surge,15,558.74
Microsoft Natural Ergonomic Keyboard 4000,19,557.8140000000001
Memorex Micro Travel Drive 16 GB,39,556.4520000000001
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,22,554.24
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,19,552.7060000000001
Logitech Wireless Anywhere Mouse MX for PC and Mac,11,551.908
12-1/2 Diameter Round Wall Clock,36,551.448
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,13,549.89
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",12,546.816
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",17,546.192
Panasonic Business Telephones KX-T7736,3,546.0600000000001
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",22,545.034
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15,543.6
Xerox 1884,32,543.4560000000001
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,52,542.984
O'Sullivan 5-Shelf Heavy-Duty Bookcases,9,540.804
Xerox 1935,21,538.1519999999999
Memorex Froggy Flash Drive 8 GB,32,536.05
Tensor Computer Mounted Lamp,36,536.04
Boston KS Multi-Size Manual Pencil Sharpener,25,533.3679999999999
Logitech ClearChat Comfort/USB Headset H390,19,533.078
Wilson Jones Legal Size Ring Binders,44,532.1579999999999
Howard Miller Distant Time Traveler Alarm Clock,21,531.9480000000001
Newell 334,27,531.712
Staple holder,52,528.7799999999999
Southworth 25% Cotton Premium Laser Paper and Envelopes,28,527.4720000000001
"Premier Elliptical Ring Binder, Black",46,526.612
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",20,523.59
Space Solutions Industrial Galvanized Steel Shelving.,7,520.0799999999999
Bevis Round Conference Room Tables and Bases,4,519.9409999999999
Rogers Profile Extra Capacity Storage Tub,32,518.9399999999999
"Decoflex Hanging Personal Folder File, Blue",35,518.112
Alphabetical Labels for Top Tab Filing,37,518.0
"Tenex Personal Project File with Scoop Front Design, Black",40,517.6320000000001
Xerox 1889,10,516.624
Cisco SPA112 2 Port Phone Adapter,11,516.5300000000001
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,29,516.2159999999999
Nokia Lumia 521 (T-Mobile),20,515.828
Bionaire Personal Warm Mist Humidifier/Vaporizer,11,515.79
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",13,514.556
DAX Natural Wood-Tone Poster Frame,23,513.712
Xerox 1887,30,512.1899999999999
Newell 319,28,511.87199999999996
"DataProducts Ampli Magnifier Task Lamp, Black,",21,508.72799999999995
Socket Bluetooth Cordless Hand Scanner (CHS),3,506.28
Deluxe Heavy-Duty Vinyl Round Ring Binder,33,504.24
Logitech Media Keyboard K200,16,503.85600000000005
"Maxell 74 Minute CD-R Spindle, 50/Pack",24,503.28
Xerox 197,18,501.87600000000003
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",14,500.30800000000005
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,26,499.75
Xerox 1937,12,499.616
Jensen SMPS-640 - speaker phone,12,496.58399999999995
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",30,496.24799999999993
GBC VeloBinder Electric Binding Machine,15,496.01800000000003
GE DSL Phone Line Filter,15,495.8760000000001
Belkin QODE FastFit Bluetooth Keyboard,9,495.6
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,17,491.836
Samsung HM1900 Bluetooth Headset,27,491.68
Xerox 1925,18,489.48400000000004
Rush Hierlooms Collection Rich Wood Bookcases,4,489.37919999999997
"#10 White Business Envelopes,4 1/8 x 9 1/2",32,488.904
Clearsounds A400,11,488.32599999999996
24-Hour Round Wall Clock,27,487.51200000000006
GBC Recycled VeloBinder Covers,42,487.34399999999994
Safco Commercial Shelving,11,483.70399999999995
"Sortfiler Multipurpose Personal File Organizer, Black",24,483.4140000000001
AT&T CL82213,17,481.234
Fellowes Neat Ideas Storage Cubes,16,480.70399999999995
NeatDesk Desktop Scanner & Digital Filing System,2,479.988
Cherry 142-key Programmable Keyboard,4,479.72
"Howard Miller 12"" Round Wall Clock",14,479.338
Staples in misc. colors,86,478.81199999999995
Kingston Digital DataTraveler 16GB USB 2.0,57,477.93000000000006
DAX Wood Document Frame,40,477.804
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",24,477.65999999999997
Fellowes Super Stor/Drawer,18,477.3
Newell 345,26,476.15999999999997
AT&T SB67148 SynJ,8,475.128
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",17,472.86
Enermax Briskie RF Wireless Keyboard and Mouse Combo,24,469.402
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",7,468.468
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,11,467.9200000000001
Tenex Chairmats For Use with Hard Floors,20,467.71199999999993
Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,18,467.22
Jackery Bar Premium Fast-charging Portable Charger,18,467.21999999999997
"Seth Thomas 14"" Day/Date Wall Clock",17,467.072
GBC Recycled Grain Textured Covers,20,466.2900000000001
GBC Standard Therm-A-Bind Covers,34,466.004
Ricoh - Ink Collector Unit for GX3000 Series Printers,14,465.64500000000004
Belkin F5C206VTEL 6 Outlet Surge,22,464.19599999999997
Electrix Fluorescent Magnifier Lamps & Weighted Base,11,463.79600000000005
"Global Task Chair, Black",12,463.09900000000005
V7 USB Numeric Keypad,16,461.8680000000001
Newell 34,25,460.2879999999999
"Personal Filing Tote with Lid, Black/Gray",31,459.096
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",36,458.70000000000005
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",16,458.504
Acco Perma 4000 Stacking Storage Drawers,31,457.968
DAX Black Cherry Wood-Tone Poster Frame,24,455.45600000000013
9-3/4 Diameter Round Wall Clock,34,455.06999999999994
Xerox 1881,38,454.3599999999999
Panasonic KX - TS880B Telephone,11,453.41999999999996
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",8,452.965
Poly Designer Cover & Back,35,451.96200000000005
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",4,449.97
Mobile Personal File Cube,21,449.664
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,14,448.90199999999993
"Acme 10"" Easy Grip Assistive Scissors",26,448.76800000000003
Hewlett-Packard Deskjet D4360 Printer,4,447.9680000000001
Boston 16801 Nautilus Battery Pencil Sharpener,23,444.6020000000001
Rogers Deluxe File Chest,22,443.99600000000004
Xerox 194,9,443.84000000000003
Imation Clip USB flash drive - 8 GB,25,443.67999999999995
invisibleSHIELD by ZAGG Smudge-Free Screen Protector,29,442.5539999999999
"Seth Thomas 16"" Steel Case Clock",19,441.72799999999995
Micro Innovations USB RF Wireless Keyboard with Mouse,18,440.0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",18,437.70000000000005
Prismacolor Color Pencil Set,24,436.47999999999996
Fellowes Basic Home/Office Series Surge Protectors,41,436.12800000000004
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",24,434.55999999999995
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",38,433.789
Acco 6 Outlet Guardian Premium Surge Suppressor,35,432.43200000000013
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",13,431.28999999999996
Advantus Rolling Storage Box,27,428.74999999999994
Cisco SPA525G2 IP Phone - Wireless,26,426.93000000000006
O'Sullivan Cherrywood Estates Traditional Bookcase,6,424.9000000000001
14-7/8 x 11 Blue Bar Computer Printout Paper,10,422.752
Canvas Sectional Post Binders,28,422.63599999999997
Staple-based wall hangings,62,422.288
Round Specialty Laser Printer Labels,39,421.008
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",12,419.88
Motorla HX550 Universal Bluetooth Headset,15,419.22999999999996
Xerox 1939,22,417.34
Xerox 19,15,415.13200000000006
i.Sound Portable Power - 8000 mAh,9,413.322
"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",36,410.004
Kensington 6 Outlet Guardian Standard Surge Protector,20,409.6
Nu-Dell Executive Frame,39,409.53600000000006
"Tennsco Lockers, Sand",22,407.012
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",13,406.784
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",25,406.464
Computer Printout Paper with Letter-Trim Perforations,24,405.958
"Boston Model 1800 Electric Pencil Sharpener, Gray",15,405.36
Model L Table or Wall-Mount Pencil Sharpener,24,402.97599999999994
"Tennsco Lockers, Gray",22,402.81600000000003
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",3,400.0268
Lexmark X 9575 Professional All-in-One Color Printer,4,396.0
Griffin GC17055 Auxiliary Audio Cable,27,395.78
"Seth Thomas 12"" Clock w/ Goldtone Case",17,390.66
Ibico Standard Transparent Covers,34,390.576
Boston 1799 Powerhouse Electric Pencil Sharpener,15,389.70000000000005
Logitech Wireless Headset H600 Over-The-Head Design,10,386.91
Fellowes Advanced Computer Series Surge Protectors,15,386.754
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",39,386.084
Cisco Desktop Collaboration Experience DX650 IP Video Phone,5,385.80000000000007
OtterBox Commuter Series Case - Samsung Galaxy S4,18,384.84600000000006
"Logitech Wireless Boombox Speaker - portable - wireless, wired",4,383.04
Memorex Micro Travel Drive 32 GB,12,379.704
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,10,379.40000000000003
AT&T EL51110 DECT,3,377.96999999999997
"Executive Impressions 14""",17,377.90999999999997
Clear Mylar Reinforcing Strips,29,377.53800000000007
Globe Weis Peel & Seel First Class Envelopes,30,375.73199999999997
Tennsco Commercial Shelving,21,374.25600000000003
"Maxell Pro 80 Minute CD-R, 10/Pack",24,374.072
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",26,373.78
Acco Perma 3000 Stacking Storage Drawers,21,373.444
Avery 505,28,372.96
GBC Durable Plastic Covers,34,369.58500000000004
36X48 HARDFLOOR CHAIRMAT,21,369.24800000000005
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",11,368.456
Lenovo 17-Key USB Numeric Keypad,13,367.09200000000004
Logitech Wireless Touch Keyboard K400,15,364.854
"Eldon Executive Woodline II Desk Accessories, Mahogany",17,361.87199999999996
SanDisk Cruzer 32 GB USB Flash Drive,20,361.38
KeyTronic 6101 Series - Keyboard - Black,10,360.712
Microsoft Arc Touch Mouse,7,359.70000000000005
"Seth Thomas 14"" Putty-Colored Wall Clock",13,357.94800000000004
Holmes Odor Grabber,30,357.61600000000004
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,25,357.0
Kingston Digital DataTraveler 32GB USB 2.0,22,355.94999999999993
Aluminum Screw Posts,41,354.03200000000004
Pizazz Global Quick File,24,353.29200000000003
Xerox 1929,16,351.736
I.R.I.S IRISCard Anywhere 5 Card Scanner,3,350.97300000000007
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,13,350.20400000000006
Eldon Gobal File Keepers,24,348.21999999999997
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",32,347.31
"Executive Impressions 14"" Contract Wall Clock",17,346.788
Trimflex Flexible Post Binders,21,346.356
Sterilite Officeware Hinged File Box,35,345.84000000000003
Eldon Simplefile Box Office,30,345.832
2300 Heavy-Duty Transfer File Systems by Perma,16,344.72400000000005
Fellowes Mighty 8 Compact Surge Protector,19,344.59000000000003
Eldon Cleatmat Chair Mats for Medium Pile Carpets,8,344.09999999999997
"Acco Six-Outlet Power Strip, 4' Cord Length",41,343.076
GBC VeloBind Cover Sets,42,342.7680000000001
Tops Green Bar Computer Printout Paper,7,342.58
Boston 19500 Mighty Mite Electric Pencil Sharpener,17,342.55
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",3,341.99100000000004
Classic Ivory Antique Telephone ZL1810,4,341.666
Letter Size File,10,341.4200000000001
Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,22,339.83
Luxo Economy Swing Arm Lamp,17,338.98
"Tenex File Box, Personal Filing Tote with Lid, Black",24,338.118
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",34,336.952
Wasp CCD Handheld Bar Code Reader,3,336.51
"BlueLounge Milo Smartphone Stand, White/Metallic",12,335.888
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",22,334.36800000000005
Xerox 226,53,334.368
"Contract Clock, 14"", Brown",21,334.096
Holmes 99% HEPA Air Purifier,17,333.56399999999996
